Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Period;Phase;Cultural_horizon;Periodization;Cultural info;LongGM;LatGM;Short reference;Bibliography
3870;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Lyon-5856;6980;40;Long;Conventional;Charcoal;n.d;n.d;;;;;Hearth F2c (HA2.3);Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;1.7234;44.7811;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3871;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Beta-428096;6920;30;Short;AMS;Bone;Singular;n.d;-20.9;;;;SG5311;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;1.7234;44.7811;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3872;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Beta-428097;6220;30;Short;AMS;Bone;Singular;n.d;-21.2;;;1096 R30 D16;SC1900;Mesolithic;;Indeterminate;Late Mesolithic;;1.7234;44.7811;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3873;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Beta-428098;6420;30;Short;AMS;Bone;Singular;Cervus elaphus;-20.2;;;1245 R32 D16;SC1900;Mesolithic;;Indeterminate;Late Mesolithic;;1.7234;44.7811;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3882;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Beta-363428;6630;40;Short;AMS;Bone;Singular;Sus sp.;-19.3;;;Level E;US 1101 (Fireplace);Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3883;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Lyon-11260 SacA-37626;7150;35;Short;AMS;Seed / Fruit;Singular;Corylus avellana;;;;Level E;US 1040;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3884;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Beta-363427;7500;40;Short;AMS;Bone;Singular;Bos sp.;-21.3;;;Level E;US 1081;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3885;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Beta-398965;7140;30;Short;AMS;Bone;Singular;Capreolus capreolus;-22.3;;;Level E;US 5435;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3886;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Lyon-12839 SacA-45094;7545;40;Short;AMS;Bone;Singular;n.d;;;;Level E;US 1184;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3887;Roquemissou;R. Midi Pyrenées;France;West Mediterranean;Lyon-12841 SacA-45096;7000;45;Short;AMS;Bone;Singular;n.d;;;;Level E;US 1120;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;2.7246;44.4057;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
